File Path,Status,Result
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00310070.WAV,Success,"[('Vehicle', 0.6060539), ('Power windows, electric windows', 0.49640405), ('Car', 0.33799505), ('Sliding door', 0.12400369), ('Music', 0.09712258)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00300069.WAV,Success,"[('Vehicle', 0.65841556), ('Car', 0.23636387), ('Bus', 0.20128058), ('Sliding door', 0.15311354), ('Power windows, electric windows', 0.12908566)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00290068.WAV,Success,"[('Microwave oven', 0.3870315), ('Vehicle', 0.25706592), ('Cupboard open or close', 0.2181045), ('Sliding door', 0.21240434), ('Air conditioning', 0.14805353)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00350074.WAV,Success,"[('Vehicle', 0.2541198), ('Boat, Water vehicle', 0.14685363), ('Microwave oven', 0.12676035), ('Sliding door', 0.06579473), ('Car', 0.058462583)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00370076.WAV,Success,"[('Vehicle', 0.4154782), ('Boat, Water vehicle', 0.18456517), ('Car', 0.14710398), ('Music', 0.13642247), ('Ocean', 0.076744795)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00360075.WAV,Success,"[('Vehicle', 0.38607284), ('Power windows, electric windows', 0.14012314), ('Car', 0.11666329), ('Music', 0.076413274), ('Motor vehicle (road)', 0.065915965)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00380077.WAV,Success,"[('Microwave oven', 0.30372596), ('Vehicle', 0.19609697), ('Sliding door', 0.1956952), ('Door', 0.13669787), ('Air conditioning', 0.099965245)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00390081.WAV,Success,"[('Vehicle', 0.5619777), ('Car', 0.14927849), ('Air brake', 0.11910599), ('Truck', 0.11376441), ('Bus', 0.10187957)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\00990162.WAV,Success,"[('Vehicle', 0.585764), ('Bus', 0.17657132), ('Train', 0.13287275), ('Car', 0.12055139), ('Rail transport', 0.10846907)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01000163.WAV,Success,"[('Vehicle', 0.6768217), ('Speech', 0.46941113), ('Car', 0.33325768), ('Bus', 0.14316556), ('Outside, urban or manmade', 0.13005495)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01020165.WAV,Success,"[('Vehicle', 0.6002513), ('Speech', 0.24978799), ('Train', 0.18015845), ('Car', 0.16019061), ('Rail transport', 0.12418389)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01010164.WAV,Success,"[('Vehicle', 0.6465845), ('Car', 0.3224161), ('Motor vehicle (road)', 0.15671623), ('Bus', 0.1288592), ('Air brake', 0.09276613)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01040168.WAV,Success,"[('Vehicle', 0.4676419), ('Car', 0.17584549), ('Bus', 0.13041964), ('Rumble', 0.08268785), ('Music', 0.08266187)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01030167.WAV,Success,"[('Vehicle', 0.51824796), ('Train', 0.15904306), ('Railroad car, train wagon', 0.124860354), ('Rail transport', 0.12083481), ('Car', 0.109959245)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01050169.WAV,Success,"[('Vehicle', 0.6022384), ('Speech', 0.36629504), ('Air brake', 0.19786356), ('Car', 0.18908057), ('Truck', 0.14510521)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01030166.WAV,Success,"[('Vehicle', 0.4844186), ('Bus', 0.16315942), ('Car', 0.11397986), ('Speech', 0.09065153), ('Traffic noise, roadway noise', 0.085997574)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01060170.WAV,Success,"[('Speech', 0.66891485), ('Vehicle', 0.5913474), ('Car', 0.21431737), ('Music', 0.21128471), ('Truck', 0.10075084)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01070171.WAV,Success,"[('Vehicle', 0.6290873), ('Car', 0.1959396), ('Truck', 0.1143894), ('Boat, Water vehicle', 0.113285325), ('Field recording', 0.10250661)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01080172.WAV,Success,"[('Vehicle', 0.5399469), ('Car', 0.24268767), ('Bus', 0.095674686), ('Rumble', 0.09441916), ('Speech', 0.07140214)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01090173.WAV,Success,"[('Vehicle', 0.46051306), ('Bus', 0.19768941), ('Car', 0.14362814), ('Air brake', 0.13747187), ('Speech', 0.107005306)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01110175.WAV,Success,"[('Vehicle', 0.7014582), ('Speech', 0.6620357), ('Car', 0.25080824), ('Boat, Water vehicle', 0.13708168), ('Bus', 0.105015114)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01130177.WAV,Success,"[('Vehicle', 0.46542656), ('Car', 0.15290235), ('Bus', 0.11652105), ('Outside, urban or manmade', 0.06541638), ('Traffic noise, roadway noise', 0.059618093)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381422006-20240626231_超限录音-01.wav,Success,"[('Vehicle', 0.68563503), ('Car', 0.1778194), ('Train', 0.1385457), ('Bus', 0.11443052), ('Traffic noise, roadway noise', 0.10276129)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381482200-20240626237_超限录音-01.wav,Success,"[('Vehicle', 0.8096943), ('Truck', 0.54428), ('Reversing beeps', 0.4503288), ('Air brake', 0.25161767), ('Bus', 0.1305821)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01100174.WAV,Success,"[('Vehicle', 0.6215994), ('Speech', 0.6202176), ('Car', 0.28828943), ('Boat, Water vehicle', 0.25190794), ('Ship', 0.10257206)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381381878-20240626227_超限录音-01.wav,Success,"[('Vehicle', 0.5865382), ('Speech', 0.57807595), ('Car', 0.22338554), ('Truck', 0.10098013), ('Motor vehicle (road)', 0.09917362)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01120176.WAV,Success,"[('Vehicle', 0.7235103), ('Speech', 0.6354183), ('Car', 0.347866), ('Motor vehicle (road)', 0.120475486), ('Traffic noise, roadway noise', 0.1094669)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381401946-20240626229_超限录音-01.wav,Success,"[('Vehicle', 0.62415415), ('Speech', 0.5352334), ('Car', 0.18408278), ('Boat, Water vehicle', 0.106081195), ('Train', 0.09339207)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01150179.WAV,Success,"[('Vehicle', 0.58036524), ('Car', 0.22112064), ('Bus', 0.13478716), ('Air brake', 0.117324606), ('Truck', 0.11572782)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381502260-20240626239_超限录音-01.wav,Success,"[('Vehicle', 0.76566553), ('Speech', 0.546664), ('Air brake', 0.4174558), ('Truck', 0.34954017), ('Bus', 0.1945392)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381442098-20240626233_超限录音-01.wav,Success,"[('Vehicle', 0.75436616), ('Truck', 0.4359686), ('Air brake', 0.31458932), ('Reversing beeps', 0.20898639), ('Bus', 0.20613682)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381462155-20240626235_超限录音-01.wav,Success,"[('Vehicle', 0.8393114), ('Truck', 0.47809616), ('Air brake', 0.47061375), ('Speech', 0.41424635), ('Bus', 0.3280194)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\01140178.WAV,Success,"[('Vehicle', 0.3924406), ('Car', 0.20357), ('Chime', 0.16956206), ('Wind chime', 0.16216914), ('Music', 0.1472205)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381522329-20240626241_超限录音-01.wav,Success,"[('Vehicle', 0.6844189), ('Truck', 0.2884429), ('Bus', 0.17028095), ('Air brake', 0.1571562), ('Car', 0.114949964)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381542358-20240626243_超限录音-01.wav,Success,"[('Vehicle', 0.79778486), ('Truck', 0.40554127), ('Air brake', 0.222624), ('Car', 0.20694046), ('Bus', 0.13988887)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381562404-20240626246_超限录音-01.wav,Success,"[('Vehicle', 0.6808735), ('Speech', 0.45709532), ('Car', 0.27994034), ('Traffic noise, roadway noise', 0.114112936), ('Outside, urban or manmade', 0.108178005)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381582418-20240626248_超限录音-01.wav,Success,"[('Vehicle', 0.69686633), ('Car', 0.41320172), ('Outside, urban or manmade', 0.13186489), ('Motor vehicle (road)', 0.11971847), ('Speech', 0.11629076)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381602472-20240626250_超限录音-01.wav,Success,"[('Vehicle', 0.6411904), ('Truck', 0.21080403), ('Car', 0.15946762), ('Engine', 0.11402192), ('Bus', 0.1134816)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381622542-20240626252_超限录音-01.wav,Success,"[('Vehicle', 0.7677358), ('Truck', 0.39821792), ('Bus', 0.22329637), ('Air brake', 0.21640283), ('Reversing beeps', 0.09931293)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381642593-20240626254_超限录音-01.wav,Success,"[('Vehicle', 0.7307749), ('Truck', 0.2728682), ('Air brake', 0.24388437), ('Bus', 0.17591049), ('Car', 0.1573689)]"
D:\声纹测试库-amp-amp\建筑施工源\土方作业\1719381662643-20240626256_超限录音-01.wav,Success,"[('Vehicle', 0.806846), ('Truck', 0.33784285), ('Car', 0.25094968), ('Air brake', 0.17832118), ('Bus', 0.13940245)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\00120012.WAV,Success,"[('Vehicle', 0.42162487), ('Train', 0.41944665), ('Rail transport', 0.3272786), ('Railroad car, train wagon', 0.30854324), ('Clickety-clack', 0.13890833)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\00160016.WAV,Success,"[('Vehicle', 0.4493945), ('Train', 0.23628396), ('Rail transport', 0.1679413), ('Railroad car, train wagon', 0.1482452), ('Car', 0.05449415)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719207931372-20240624155_超限录音-01.wav,Success,"[('Speech', 0.5968854), ('Vehicle', 0.56217253), ('Car', 0.14540324), ('Truck', 0.075110525), ('Outside, urban or manmade', 0.06834089)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\00370041.WAV,Success,"[('Speech', 0.64128566), ('Vehicle', 0.58725685), ('Car', 0.34199998), ('Arrow', 0.14161551), ('Outside, urban or manmade', 0.089861795)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719207991568-20240624155_超限录音-01.wav,Success,"[('Vehicle', 0.5965025), ('Speech', 0.43105337), ('Car', 0.22365855), ('Traffic noise, roadway noise', 0.09080286), ('Outside, urban or manmade', 0.08845094)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\00150015.WAV,Success,"[('Vehicle', 0.54228884), ('Train', 0.13018225), ('Car', 0.11202826), ('Rail transport', 0.08592), ('Railroad car, train wagon', 0.07214619)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\00170017.WAV,Success,"[('Vehicle', 0.8633644), ('Air brake', 0.6161935), ('Truck', 0.37332737), ('Speech', 0.32342336), ('Bus', 0.18724106)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719208071794-20240624155_超限录音-01.wav,Success,"[('Vehicle', 0.71637), ('Truck', 0.31018177), ('Emergency vehicle', 0.20517156), ('Car', 0.17281097), ('Fire engine, fire truck (siren)', 0.16077231)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\00090009.WAV,Success,"[('Vehicle', 0.4816652), ('Train', 0.14240494), ('Rail transport', 0.10120936), ('Car', 0.09615576), ('Railroad car, train wagon', 0.08055894)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719208232289-20240624155_超限录音-01.wav,Success,"[('Vehicle', 0.61531806), ('Bus', 0.21705343), ('Car', 0.17696276), ('Air brake', 0.14053671), ('Truck', 0.10964569)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719209094882-20240624177_超限录音-01.wav,Success,"[('Vehicle', 0.7852315), ('Truck', 0.28053215), ('Car', 0.20262808), ('Bus', 0.1575391), ('Outside, urban or manmade', 0.107886344)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719208272431-20240624155_超限录音-01.wav,Success,"[('Vehicle', 0.65262187), ('Car', 0.21341062), ('Bus', 0.16730475), ('Air brake', 0.16180308), ('Truck', 0.11099526)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719208252382-20240624155_超限录音-01.wav,Success,"[('Vehicle', 0.5866244), ('Bus', 0.17846811), ('Car', 0.14809047), ('Air brake', 0.13362178), ('Train', 0.088635616)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282477443-20240625078_超限录音-01.wav,Success,"[('Vehicle', 0.44445527), ('Train', 0.33970505), ('Rail transport', 0.23579328), ('Railroad car, train wagon', 0.22177239), ('Field recording', 0.12350105)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719208372732-20240624158_超限录音-01.wav,Success,"[('Vehicle', 0.55733013), ('Car', 0.17982545), ('Bus', 0.104990646), ('Truck', 0.098712206), ('Sliding door', 0.082723394)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282437378-20240625076_超限录音-01.wav,Success,"[('Vehicle', 0.3386955), ('Artillery fire', 0.13542926), ('Music', 0.10855703), ('Eruption', 0.10058982), ('Speech', 0.09294068)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282497491-20240625079_超限录音-01.wav,Success,"[('Vehicle', 0.51683116), ('Train', 0.3411452), ('Rail transport', 0.27546704), ('Railroad car, train wagon', 0.26173544), ('Aircraft', 0.121473305)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282517552-20240625080_超限录音-01.wav,Success,"[('Vehicle', 0.44726935), ('Train', 0.2852378), ('Rail transport', 0.19668977), ('Railroad car, train wagon', 0.18467952), ('Bus', 0.093093574)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282539593-20240625081_超限录音-01.wav,Success,"[('Vehicle', 0.4399624), ('Air brake', 0.16287707), ('Car', 0.13985595), ('Truck', 0.13356061), ('Bus', 0.12069145)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282559603-20240625082_超限录音-01.wav,Success,"[('Vehicle', 0.57489115), ('Car', 0.2792814), ('Outside, urban or manmade', 0.11105826), ('Motor vehicle (road)', 0.08170203), ('Train', 0.07416047)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282602637-20240625084_超限录音-01.wav,Success,"[('Vehicle', 0.5459496), ('Car', 0.19887765), ('Air brake', 0.18174873), ('Music', 0.17859279), ('Bus', 0.17501521)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282622696-20240625085_超限录音-01.wav,Success,"[('Vehicle', 0.40032604), ('Music', 0.22440265), ('Car', 0.1805808), ('Rumble', 0.13545263), ('Field recording', 0.10058126)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282642754-20240625086_超限录音-01.wav,Success,"[('Vehicle', 0.5953288), ('Car', 0.3078706), ('Rumble', 0.13041365), ('Field recording', 0.10594639), ('Outside, urban or manmade', 0.09773371)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719378795701-20240626085_超限录音-01.wav,Success,"[('Speech', 0.55730563), ('Music', 0.3625171), ('Vehicle', 0.24441297), ('Car', 0.13043022), ('Arrow', 0.079713725)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719282582543-20240625083_超限录音-01.wav,Success,"[('Vehicle', 0.6695008), ('Car', 0.27189896), ('Music', 0.25735408), ('Truck', 0.15116374), ('Air brake', 0.14352345)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719378775630-20240626085_超限录音-01.wav,Success,"[('Speech', 0.64083743), ('Vehicle', 0.32757282), ('Music', 0.18235047), ('Train', 0.09726709), ('Rail transport', 0.06189661)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719378815749-20240626085_超限录音-01.wav,Success,"[('Vehicle', 0.7184857), ('Car', 0.37195173), ('Speech', 0.28938025), ('Motor vehicle (road)', 0.19366676), ('Toot', 0.16102634)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719378835824-20240626085_超限录音-01.wav,Success,"[('Vehicle', 0.59780926), ('Car', 0.24935763), ('Air brake', 0.13565174), ('Truck', 0.1314433), ('Motor vehicle (road)', 0.12968071)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719378855853-20240626085_超限录音-01.wav,Success,"[('Speech', 0.6775307), ('Vehicle', 0.64161706), ('Car', 0.19685674), ('Truck', 0.1615389), ('Air brake', 0.15637831)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719378936101-20240626085_超限录音-01.wav,Success,"[('Vehicle', 0.65727943), ('Speech', 0.65458816), ('Car', 0.28911042), ('Traffic noise, roadway noise', 0.2841752), ('Truck', 0.17191492)]"
D:\声纹测试库-amp-amp\建筑施工源\多种作业混合\1719378956195-20240626085_超限录音-01.wav,Success,"[('Vehicle', 0.7571615), ('Speech', 0.71164644), ('Car', 0.34487018), ('Traffic noise, roadway noise', 0.12599882), ('Motor vehicle (road)', 0.11372562)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00430059.WAV,Success,"[('Vehicle', 0.43273607), ('Car', 0.13302602), ('Field recording', 0.071185306), ('Outside, urban or manmade', 0.07114469), ('Motor vehicle (road)', 0.063955285)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00450062.WAV,Success,"[('Vehicle', 0.30850115), ('Music', 0.22161181), ('Field recording', 0.12692972), ('Car', 0.11809735), ('Speech', 0.08686657)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00430058.WAV,Success,"[('Speech', 0.57983005), ('Vehicle', 0.26630804), ('Car', 0.1256934), ('Outside, urban or manmade', 0.085743815), ('Arrow', 0.06051279)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00480066.WAV,Success,"[('Vehicle', 0.33686998), ('Car', 0.2004305), ('Air brake', 0.084566124), ('Outside, urban or manmade', 0.07068519), ('Music', 0.07058678)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00450109.WAV,Success,"[('Vehicle', 0.34227872), ('Field recording', 0.11185351), ('Music', 0.10509556), ('Aircraft', 0.0834875), ('Car', 0.07925417)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00490067.WAV,Success,"[('Speech', 0.6440764), ('Vehicle', 0.5244698), ('Car', 0.15981516), ('Air brake', 0.15588333), ('Bus', 0.09505839)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00440108.WAV,Success,"[('Vehicle', 0.22240491), ('Music', 0.17649868), ('Artillery fire', 0.1285744), ('Gunshot, gunfire', 0.12400745), ('Speech', 0.10491342)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00430060.WAV,Success,"[('Vehicle', 0.33905536), ('Music', 0.17022508), ('Car', 0.113902025), ('Outside, urban or manmade', 0.059532706), ('Outside, rural or natural', 0.053580463)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00440061.WAV,Success,"[('Vehicle', 0.33250052), ('Mechanisms', 0.11259773), ('Air brake', 0.08572907), ('Truck', 0.07107439), ('Creak', 0.06257713)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00490113.WAV,Success,"[('Speech', 0.6461726), ('Vehicle', 0.2861429), ('Car', 0.14656495), ('Air brake', 0.12615122), ('Boom', 0.100637935)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00430057.WAV,Success,"[('Vehicle', 0.41841173), ('Speech', 0.38389656), ('Car', 0.3483573), ('Music', 0.14859366), ('Door', 0.110559486)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00500114.WAV,Success,"[('Speech', 0.6611842), ('Vehicle', 0.39952338), ('Car', 0.1763933), ('Air brake', 0.17084908), ('Music', 0.14561474)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00540073.WAV,Success,"[('Speech', 0.3922452), ('Vehicle', 0.2260023), ('Gunshot, gunfire', 0.19592406), ('Machine gun', 0.1787487), ('Artillery fire', 0.09253711)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00530072.WAV,Success,"[('Vehicle', 0.6779355), ('Speech', 0.25384575), ('Car', 0.19569136), ('Traffic noise, roadway noise', 0.16555615), ('Air brake', 0.15940952)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00520071.WAV,Success,"[('Vehicle', 0.555713), ('Train', 0.30295512), ('Field recording', 0.23790345), ('Rail transport', 0.20898157), ('Railroad car, train wagon', 0.20596512)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00530118.WAV,Success,"[('Vehicle', 0.60181975), ('Train', 0.31842774), ('Rail transport', 0.24090548), ('Railroad car, train wagon', 0.23476732), ('Field recording', 0.1616895)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00500068.WAV,Success,"[('Vehicle', 0.44368967), ('Music', 0.17594808), ('Rumble', 0.15321305), ('Car', 0.15142922), ('Bus', 0.10747754)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00510115.WAV,Success,"[('Train', 0.47841167), ('Vehicle', 0.47375733), ('Rail transport', 0.3989937), ('Railroad car, train wagon', 0.3809802), ('Clickety-clack', 0.08807585)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00520117.WAV,Success,"[('Vehicle', 0.763173), ('Air brake', 0.34559146), ('Truck', 0.19763958), ('Car', 0.18833978), ('Field recording', 0.16781023)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00550120.WAV,Success,"[('Vehicle', 0.5986468), ('Speech', 0.37464336), ('Car', 0.2222408), ('Music', 0.16527562), ('Air brake', 0.14389499)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00550074.WAV,Success,"[('Vehicle', 0.4483605), ('Car', 0.103329554), ('Bus', 0.078122236), ('Truck', 0.07174948), ('Air brake', 0.065949604)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00540119.WAV,Success,"[('Vehicle', 0.1949147), ('Jackhammer', 0.15470518), ('Machine gun', 0.11234818), ('Air brake', 0.08205829), ('Gunshot, gunfire', 0.08049866)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00560075.WAV,Success,"[('Vehicle', 0.65759355), ('Car', 0.25701293), ('Field recording', 0.16246945), ('Outside, urban or manmade', 0.12848869), ('Truck', 0.12633419)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00600125.WAV,Success,"[('Vehicle', 0.64621186), ('Train', 0.23849122), ('Car', 0.1633585), ('Railroad car, train wagon', 0.14730336), ('Rail transport', 0.14514075)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00560121.WAV,Success,"[('Vehicle', 0.5489965), ('Music', 0.16282205), ('Car', 0.14363773), ('Truck', 0.14017822), ('Air brake', 0.09258307)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00570122.WAV,Success,"[('Vehicle', 0.6828054), ('Car', 0.31603414), ('Field recording', 0.12058472), ('Motor vehicle (road)', 0.1033747), ('Outside, urban or manmade', 0.09572285)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00600079.WAV,Success,"[('Vehicle', 0.64152676), ('Car', 0.21917777), ('Bus', 0.1089841), ('Outside, urban or manmade', 0.08087597), ('Traffic noise, roadway noise', 0.07298398)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00610126.WAV,Success,"[('Vehicle', 0.4573212), ('Car', 0.16942513), ('Engine', 0.08424303), ('White noise', 0.07762), ('Mechanical fan', 0.07704384)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00620127.WAV,Success,"[('Vehicle', 0.23168045), ('Train', 0.15305412), ('Rail transport', 0.118566096), ('Railroad car, train wagon', 0.09766484), ('Music', 0.08771437)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00640085.WAV,Success,"[('Vehicle', 0.494735), ('Music', 0.29686847), ('Car', 0.18293604), ('Field recording', 0.1605386), ('Speech', 0.15403272)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00640129.WAV,Success,"[('Speech', 0.7408072), ('Vehicle', 0.555107), ('Car', 0.24834843), ('Outside, urban or manmade', 0.093676016), ('Field recording', 0.06399287)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00610080.WAV,Success,"[('Vehicle', 0.41445217), ('Train', 0.17583512), ('Railroad car, train wagon', 0.099602), ('Rail transport', 0.09869327), ('Car', 0.076215714)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00610081.WAV,Success,"[('Vehicle', 0.33767194), ('Sliding door', 0.17271535), ('Train', 0.1601059), ('Rail transport', 0.11927775), ('Door', 0.11601599)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00650130.WAV,Success,"[('Vehicle', 0.552658), ('Bus', 0.29554084), ('Train', 0.28659007), ('Sliding door', 0.19518925), ('Rail transport', 0.16543725)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00630083.WAV,Success,"[('Speech', 0.7072081), ('Vehicle', 0.47153905), ('Car', 0.12941462), ('Music', 0.09645138), ('Truck', 0.08543774)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00680090.WAV,Success,"[('Vehicle', 0.66512394), ('Train', 0.33469313), ('Rail transport', 0.21249916), ('Railroad car, train wagon', 0.21126689), ('Field recording', 0.20317689)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00660131.WAV,Success,"[('Vehicle', 0.5047509), ('Music', 0.23642096), ('Train', 0.15123628), ('Bus', 0.14748247), ('Field recording', 0.12168849)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00700136.WAV,Success,"[('Vehicle', 0.5965444), ('Train', 0.30243602), ('Rail transport', 0.20597903), ('Railroad car, train wagon', 0.19846608), ('Bus', 0.12099189)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00690091.WAV,Success,"[('Vehicle', 0.6742837), ('Field recording', 0.4245142), ('Car', 0.17082436), ('Train', 0.12781973), ('Outside, urban or manmade', 0.12514272)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00670088.WAV,Success,"[('Vehicle', 0.3198572), ('Field recording', 0.15759309), ('Train', 0.11983986), ('Music', 0.084148884), ('Rail transport', 0.08078296)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00680134.WAV,Success,"[('Train', 0.29391006), ('Vehicle', 0.24312268), ('Rail transport', 0.2289948), ('Railroad car, train wagon', 0.21942243), ('Music', 0.141683)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00700092.WAV,Success,"[('Vehicle', 0.39712778), ('Train', 0.12595314), ('Music', 0.10856698), ('Rail transport', 0.0929754), ('Railroad car, train wagon', 0.08427634)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00690135.WAV,Success,"[('Vehicle', 0.54664516), ('Train', 0.2717668), ('Railroad car, train wagon', 0.17088453), ('Rail transport', 0.17064564), ('Field recording', 0.16624649)]"
D:\声纹测试库-amp-amp\建筑施工源\打桩机\00720094.WAV,Success,"[('Vehicle', 0.60901505), ('Car', 0.25914893), ('Field recording', 0.2581605), ('Outside, rural or natural', 0.13099861), ('Outside, urban or manmade', 0.09603805)]"
