File Path,Status,Result
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00380037.WAV,Success,"[('Vehicle', 0.4820022), ('Field recording', 0.22890218), ('Aircraft', 0.11578571), ('Fixed-wing aircraft, airplane', 0.105302796), ('Train', 0.10302111)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00400037.WAV,Success,"[('Vehicle', 0.46105856), ('Field recording', 0.15034138), ('Train', 0.10566916), ('Aircraft', 0.10517293), ('Fixed-wing aircraft, airplane', 0.093068875)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00390036.WAV,Success,"[('Vehicle', 0.5025553), ('Field recording', 0.22692977), ('Aircraft', 0.1386901), ('Fixed-wing aircraft, airplane', 0.12417278), ('Train', 0.11536883)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00410038.WAV,Success,"[('Vehicle', 0.51200783), ('Field recording', 0.19764991), ('Train', 0.13017447), ('Aircraft', 0.11421391), ('Fixed-wing aircraft, airplane', 0.10159151)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00390038.WAV,Success,"[('Vehicle', 0.4936692), ('Field recording', 0.2482831), ('Aircraft', 0.11546809), ('Fixed-wing aircraft, airplane', 0.110533684), ('Train', 0.10745875)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00420039.WAV,Success,"[('Vehicle', 0.46232012), ('Field recording', 0.19576336), ('Aircraft', 0.11458579), ('Fixed-wing aircraft, airplane', 0.10053656), ('Train', 0.09320607)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00410040.WAV,Success,"[('Vehicle', 0.47910148), ('Field recording', 0.16397363), ('Train', 0.10548864), ('Aircraft', 0.10005561), ('Fixed-wing aircraft, airplane', 0.08721322)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00400039.WAV,Success,"[('Vehicle', 0.51262784), ('Field recording', 0.21909308), ('Aircraft', 0.11255272), ('Fixed-wing aircraft, airplane', 0.10170168), ('Train', 0.09813717)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00430040.WAV,Success,"[('Vehicle', 0.46974045), ('Field recording', 0.18915865), ('Aircraft', 0.109679095), ('Train', 0.10458375), ('Fixed-wing aircraft, airplane', 0.09514612)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00420041.WAV,Success,"[('Vehicle', 0.4573431), ('Field recording', 0.15805656), ('Train', 0.09525006), ('Aircraft', 0.09142374), ('White noise', 0.08051979)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00430042.WAV,Success,"[('Vehicle', 0.52305895), ('Field recording', 0.25506216), ('Aircraft', 0.12765884), ('Train', 0.122301325), ('Fixed-wing aircraft, airplane', 0.116686806)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00440043.WAV,Success,"[('Vehicle', 0.5150438), ('Field recording', 0.20854825), ('Aircraft', 0.11448647), ('Train', 0.113038585), ('Fixed-wing aircraft, airplane', 0.1045711)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00450042.WAV,Success,"[('Vehicle', 0.47516975), ('Field recording', 0.17051615), ('Train', 0.114344016), ('Aircraft', 0.11007099), ('Fixed-wing aircraft, airplane', 0.09190167)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00440041.WAV,Success,"[('Vehicle', 0.5217823), ('Field recording', 0.23564991), ('Aircraft', 0.14532214), ('Fixed-wing aircraft, airplane', 0.12797563), ('Train', 0.10669834)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00450044.WAV,Success,"[('Vehicle', 0.5102214), ('Field recording', 0.22481282), ('Aircraft', 0.13928492), ('Fixed-wing aircraft, airplane', 0.13054596), ('Train', 0.10329073)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00460043.WAV,Success,"[('Vehicle', 0.45930928), ('Field recording', 0.16237164), ('Train', 0.123810634), ('Aircraft', 0.09625948), ('Fixed-wing aircraft, airplane', 0.08243912)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00460045.WAV,Success,"[('Vehicle', 0.4896705), ('Field recording', 0.21678038), ('Aircraft', 0.11220263), ('Fixed-wing aircraft, airplane', 0.103614494), ('Train', 0.093513094)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00470044.WAV,Success,"[('Vehicle', 0.48770976), ('Field recording', 0.20667893), ('Aircraft', 0.1162414), ('Train', 0.10554542), ('Fixed-wing aircraft, airplane', 0.10194152)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00500047.WAV,Success,"[('Vehicle', 0.5014661), ('Field recording', 0.2160549), ('Aircraft', 0.12142016), ('Fixed-wing aircraft, airplane', 0.10592909), ('Train', 0.10223965)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00480047.WAV,Success,"[('Vehicle', 0.4527756), ('Field recording', 0.17362794), ('Train', 0.102296785), ('Aircraft', 0.093349785), ('Fixed-wing aircraft, airplane', 0.08414356)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00540053.WAV,Success,"[('Vehicle', 0.49704933), ('Field recording', 0.24529532), ('Aircraft', 0.11968715), ('Fixed-wing aircraft, airplane', 0.11415553), ('Train', 0.090936005)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00500049.WAV,Success,"[('Vehicle', 0.4822161), ('Field recording', 0.20658739), ('Aircraft', 0.11366027), ('Fixed-wing aircraft, airplane', 0.1044306), ('Train', 0.10408837)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00470046.WAV,Success,"[('Vehicle', 0.4871088), ('Field recording', 0.2573443), ('Aircraft', 0.120764524), ('Fixed-wing aircraft, airplane', 0.113022916), ('Train', 0.07664224)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00490048.WAV,Success,"[('Vehicle', 0.53042185), ('Field recording', 0.28042266), ('Aircraft', 0.14415988), ('Fixed-wing aircraft, airplane', 0.13623), ('Train', 0.102265604)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00490046.WAV,Success,"[('Vehicle', 0.49295545), ('Field recording', 0.1744148), ('Train', 0.11213932), ('Aircraft', 0.10937043), ('Fixed-wing aircraft, airplane', 0.09650217)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00530052.WAV,Success,"[('Vehicle', 0.5040187), ('Field recording', 0.25103113), ('Aircraft', 0.11874392), ('Fixed-wing aircraft, airplane', 0.11087026), ('Train', 0.09421969)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00510048.WAV,Success,"[('Vehicle', 0.5132389), ('Field recording', 0.2237311), ('Aircraft', 0.11975966), ('Train', 0.11043866), ('Fixed-wing aircraft, airplane', 0.10744541)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00510050.WAV,Success,"[('Vehicle', 0.5037747), ('Field recording', 0.2636782), ('Aircraft', 0.12017487), ('Fixed-wing aircraft, airplane', 0.114254385), ('Train', 0.097349346)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00520051.WAV,Success,"[('Vehicle', 0.48072568), ('Field recording', 0.18199037), ('Aircraft', 0.11166371), ('Fixed-wing aircraft, airplane', 0.10218148), ('Train', 0.09156487)]"
D:\声纹测试库-amp-amp\社会生活源\冷却塔\00480045.WAV,Success,"[('Vehicle', 0.46751884), ('Field recording', 0.16971485), ('Aircraft', 0.10615278), ('Train', 0.10264466), ('Fixed-wing aircraft, airplane', 0.09205868)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600111.WAV,Success,"[('Vehicle', 0.4211632), ('Train', 0.18284546), ('Ship', 0.17457697), ('Rail transport', 0.11175401), ('Boat, Water vehicle', 0.109319724)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600112.WAV,Success,"[('Vehicle', 0.40300697), ('Train', 0.2395378), ('Ship', 0.21424778), ('Boat, Water vehicle', 0.18774584), ('Rail transport', 0.17348067)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600113.WAV,Success,"[('Vehicle', 0.42355317), ('Ship', 0.20024544), ('Train', 0.19925329), ('Boat, Water vehicle', 0.13769785), ('Rail transport', 0.13307764)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600110.WAV,Success,"[('Vehicle', 0.47429612), ('Train', 0.3598706), ('Rail transport', 0.26678976), ('Railroad car, train wagon', 0.24959487), ('Ship', 0.16660716)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600115.WAV,Success,"[('Vehicle', 0.43157297), ('Train', 0.3469963), ('Rail transport', 0.25213957), ('Railroad car, train wagon', 0.23696324), ('Ship', 0.15101084)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600116.WAV,Success,"[('Vehicle', 0.42017403), ('Train', 0.2837789), ('Rail transport', 0.2098069), ('Railroad car, train wagon', 0.19501513), ('Ship', 0.18031818)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600118.WAV,Success,"[('Vehicle', 0.45314777), ('Train', 0.22792172), ('Speech', 0.20154493), ('Ship', 0.16263485), ('Rail transport', 0.15164968)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600119.WAV,Success,"[('Vehicle', 0.48001876), ('Train', 0.27126375), ('Ship', 0.19517048), ('Rail transport', 0.18852796), ('Railroad car, train wagon', 0.17956303)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600121.WAV,Success,"[('Vehicle', 0.45696944), ('Train', 0.34323433), ('Rail transport', 0.24581258), ('Railroad car, train wagon', 0.2249515), ('Ship', 0.104827724)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600114.WAV,Success,"[('Vehicle', 0.41116375), ('Ship', 0.20545639), ('Train', 0.1887099), ('Boat, Water vehicle', 0.16576685), ('Rail transport', 0.12856175)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600120.WAV,Success,"[('Vehicle', 0.38700047), ('Train', 0.25102663), ('Ship', 0.17974365), ('Rail transport', 0.17406484), ('Railroad car, train wagon', 0.16372558)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600117.WAV,Success,"[('Vehicle', 0.45030066), ('Train', 0.29305583), ('Rail transport', 0.2021993), ('Railroad car, train wagon', 0.19180365), ('Ship', 0.1708422)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600125.WAV,Success,"[('Vehicle', 0.4806522), ('Train', 0.23341161), ('Ship', 0.21282102), ('Rail transport', 0.15721218), ('Railroad car, train wagon', 0.15604834)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600122.WAV,Success,"[('Vehicle', 0.43609825), ('Ship', 0.22240439), ('Train', 0.15858272), ('Boat, Water vehicle', 0.15492962), ('Wind', 0.10410919)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600124.WAV,Success,"[('Vehicle', 0.3763088), ('Ship', 0.21093832), ('Boat, Water vehicle', 0.15778294), ('Train', 0.13904081), ('Waves, surf', 0.12109233)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600123.WAV,Success,"[('Vehicle', 0.42038098), ('Train', 0.18480878), ('Ship', 0.16563635), ('Rail transport', 0.12027856), ('Boat, Water vehicle', 0.11654512)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600127.WAV,Success,"[('Vehicle', 0.3714562), ('Boat, Water vehicle', 0.27871227), ('Ship', 0.27657297), ('Waves, surf', 0.23829684), ('Speech', 0.22560616)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600128.WAV,Success,"[('Vehicle', 0.4151996), ('Train', 0.26376182), ('Rail transport', 0.18009865), ('Ship', 0.1730308), ('Railroad car, train wagon', 0.17233256)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600126.WAV,Success,"[('Vehicle', 0.47397873), ('Train', 0.32429126), ('Rail transport', 0.21695921), ('Speech', 0.20769937), ('Railroad car, train wagon', 0.19266592)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600129.WAV,Success,"[('Vehicle', 0.4545481), ('Train', 0.21777242), ('Ship', 0.1898065), ('Rail transport', 0.14701349), ('Speech', 0.14701067)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600130.WAV,Success,"[('Vehicle', 0.45363405), ('Train', 0.22921859), ('Ship', 0.2022766), ('Rail transport', 0.15486638), ('Railroad car, train wagon', 0.14804067)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600132.WAV,Success,"[('Vehicle', 0.48156977), ('Train', 0.26015678), ('Ship', 0.2128773), ('Speech', 0.19325472), ('Boat, Water vehicle', 0.1878262)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600133.WAV,Success,"[('Vehicle', 0.4491661), ('Train', 0.18875603), ('Ship', 0.15716293), ('Rail transport', 0.1182979), ('Railroad car, train wagon', 0.11756942)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600134.WAV,Success,"[('Vehicle', 0.41252097), ('Ship', 0.17801176), ('Train', 0.13725552), ('Boat, Water vehicle', 0.12401459), ('Rail transport', 0.08506761)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600135.WAV,Success,"[('Vehicle', 0.44445932), ('Train', 0.25425184), ('Rail transport', 0.17604998), ('Ship', 0.17583989), ('Railroad car, train wagon', 0.1651722)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600136.WAV,Success,"[('Vehicle', 0.41939643), ('Speech', 0.23282592), ('Ship', 0.19159618), ('Boat, Water vehicle', 0.1690523), ('Train', 0.1399822)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600137.WAV,Success,"[('Vehicle', 0.4890713), ('Train', 0.32403308), ('Rail transport', 0.24127646), ('Railroad car, train wagon', 0.22943382), ('Ship', 0.16719845)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600138.WAV,Success,"[('Vehicle', 0.42097723), ('Train', 0.27607232), ('Rail transport', 0.19309491), ('Railroad car, train wagon', 0.18846451), ('Ship', 0.16212629)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00600139.WAV,Success,"[('Vehicle', 0.43532082), ('Ship', 0.21049674), ('Train', 0.18838656), ('Boat, Water vehicle', 0.1477085), ('Rail transport', 0.12935351)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680096.WAV,Success,"[('Vehicle', 0.5084011), ('Train', 0.2976671), ('Railroad car, train wagon', 0.1782738), ('Rail transport', 0.15939556), ('Ship', 0.10006772)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680100.WAV,Success,"[('Vehicle', 0.23890167), ('Ship', 0.12605879), ('Waves, surf', 0.112265036), ('Ocean', 0.10631294), ('White noise', 0.090772316)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680101.WAV,Success,"[('Vehicle', 0.17895049), ('Waves, surf', 0.15395918), ('Ocean', 0.15085761), ('Ship', 0.11327879), ('Wind', 0.10552167)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680110.WAV,Success,"[('Vehicle', 0.40459877), ('Speech', 0.22965518), ('Train', 0.1936923), ('Ship', 0.1876683), ('Boat, Water vehicle', 0.16569601)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680102.WAV,Success,"[('Waves, surf', 0.2892357), ('Ocean', 0.28560546), ('Vehicle', 0.21387032), ('Wind', 0.18106586), ('Ship', 0.1804516)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680111.WAV,Success,"[('Vehicle', 0.37844026), ('Train', 0.23568754), ('Rail transport', 0.15547249), ('Railroad car, train wagon', 0.1491384), ('Ship', 0.13727729)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680109.WAV,Success,"[('Vehicle', 0.36923832), ('Train', 0.18093388), ('Ship', 0.13529207), ('Rail transport', 0.115778655), ('Railroad car, train wagon', 0.11276375)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680115.WAV,Success,"[('Vehicle', 0.4363948), ('Train', 0.30592754), ('Rail transport', 0.22124429), ('Railroad car, train wagon', 0.20519757), ('Ship', 0.12110947)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680116.WAV,Success,"[('Vehicle', 0.40745217), ('Train', 0.28917825), ('Rail transport', 0.20660894), ('Railroad car, train wagon', 0.19507413), ('Ship', 0.110386044)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680113.WAV,Success,"[('Vehicle', 0.39031953), ('Train', 0.20652314), ('Ship', 0.17971268), ('Rail transport', 0.13820504), ('Railroad car, train wagon', 0.13125753)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680114.WAV,Success,"[('Vehicle', 0.40134308), ('Train', 0.3712056), ('Rail transport', 0.26919144), ('Railroad car, train wagon', 0.2565911), ('Ship', 0.1171255)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680118.WAV,Success,"[('Vehicle', 0.40334165), ('Train', 0.2286409), ('Ship', 0.15284654), ('Rail transport', 0.15062922), ('Railroad car, train wagon', 0.14488934)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680117.WAV,Success,"[('Vehicle', 0.41699588), ('Train', 0.31963044), ('Rail transport', 0.22491343), ('Railroad car, train wagon', 0.20595929), ('Ship', 0.14293031)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680112.WAV,Success,"[('Vehicle', 0.42847657), ('Train', 0.3262986), ('Rail transport', 0.22957417), ('Railroad car, train wagon', 0.22134416), ('Ship', 0.13196707)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680119.WAV,Success,"[('Vehicle', 0.42145643), ('Train', 0.21388227), ('Ship', 0.18882324), ('Rail transport', 0.14253345), ('Boat, Water vehicle', 0.14125751)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680120.WAV,Success,"[('Vehicle', 0.43198216), ('Train', 0.2715592), ('Rail transport', 0.1977953), ('Railroad car, train wagon', 0.19264793), ('Ship', 0.17628737)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680121.WAV,Success,"[('Vehicle', 0.4147432), ('Train', 0.28093168), ('Rail transport', 0.19533503), ('Railroad car, train wagon', 0.18557516), ('Ship', 0.15518127)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680122.WAV,Success,"[('Vehicle', 0.39636037), ('Train', 0.32526132), ('Rail transport', 0.23768406), ('Railroad car, train wagon', 0.21904425), ('Ship', 0.13503541)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680123.WAV,Success,"[('Vehicle', 0.3981762), ('Train', 0.19201471), ('Ship', 0.16315603), ('Rail transport', 0.12521107), ('Railroad car, train wagon', 0.12210415)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680125.WAV,Success,"[('Vehicle', 0.43014586), ('Train', 0.34251195), ('Rail transport', 0.23610546), ('Railroad car, train wagon', 0.22609726), ('Ship', 0.1412384)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680124.WAV,Success,"[('Vehicle', 0.39868957), ('Train', 0.34352994), ('Rail transport', 0.25280473), ('Railroad car, train wagon', 0.23363124), ('Ship', 0.12331343)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680126.WAV,Success,"[('Vehicle', 0.38864058), ('Train', 0.19410172), ('Ship', 0.14838223), ('Rail transport', 0.1331677), ('Railroad car, train wagon', 0.1258446)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720075482879-20240704138_超限录音-01.wav,Success,"[('Vehicle', 0.43947536), ('Train', 0.35726377), ('Railroad car, train wagon', 0.248743), ('Rail transport', 0.24234995), ('Ship', 0.120745875)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680128.WAV,Success,"[('Vehicle', 0.42811033), ('Train', 0.36330494), ('Rail transport', 0.258404), ('Railroad car, train wagon', 0.24814317), ('Ship', 0.103402235)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\00680127.WAV,Success,"[('Vehicle', 0.37686318), ('Train', 0.23067835), ('Ship', 0.20966019), ('Rail transport', 0.16332482), ('Railroad car, train wagon', 0.155519)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720075543043-20240704141_超限录音-01.wav,Success,"[('Vehicle', 0.42672622), ('Train', 0.36062458), ('Railroad car, train wagon', 0.24151939), ('Rail transport', 0.237707), ('Ship', 0.100502774)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720075462801-20240704137_超限录音-01.wav,Success,"[('Vehicle', 0.42178464), ('Train', 0.2834629), ('Rail transport', 0.15714309), ('Railroad car, train wagon', 0.154502), ('Speech', 0.14410475)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720075502935-20240704139_超限录音-01.wav,Success,"[('Vehicle', 0.46804157), ('Train', 0.2394604), ('Railroad car, train wagon', 0.15189216), ('Rail transport', 0.14178118), ('Ship', 0.116527416)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720075522992-20240704140_超限录音-01.wav,Success,"[('Vehicle', 0.41070193), ('Ship', 0.14219007), ('Train', 0.10908988), ('Boat, Water vehicle', 0.08351237), ('White noise', 0.07422849)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720075583204-20240704143_超限录音-01.wav,Success,"[('Vehicle', 0.344897), ('Train', 0.3363662), ('Railroad car, train wagon', 0.22191331), ('Rail transport', 0.21735571), ('Ship', 0.065702245)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076177362-20240704080_超限录音-01.wav,Success,"[('Vehicle', 0.32127553), ('Ship', 0.16493557), ('Boat, Water vehicle', 0.11100371), ('Waves, surf', 0.09059604), ('Wind', 0.08981179)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076297737-20240704086_超限录音-01.wav,Success,"[('Vehicle', 0.29648742), ('Ship', 0.16615595), ('Waves, surf', 0.14734891), ('Wind', 0.14088726), ('Ocean', 0.13648583)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076217501-20240704082_超限录音-01.wav,Success,"[('Vehicle', 0.2445902), ('Waves, surf', 0.15170503), ('Ship', 0.1369908), ('Ocean', 0.13413917), ('Speech', 0.12479556)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076257629-20240704084_超限录音-01.wav,Success,"[('Vehicle', 0.28548604), ('Ship', 0.14971583), ('Waves, surf', 0.121350825), ('Ocean', 0.109543405), ('Wind', 0.10159637)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076277673-20240704085_超限录音-01.wav,Success,"[('Vehicle', 0.29342017), ('Ship', 0.1171294), ('Boat, Water vehicle', 0.08734808), ('Outside, rural or natural', 0.077541105), ('Wind', 0.07446254)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076197439-20240704081_超限录音-01.wav,Success,"[('Vehicle', 0.27773193), ('Ship', 0.14808771), ('Waves, surf', 0.12954827), ('Ocean', 0.11961536), ('Boat, Water vehicle', 0.10568196)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076237578-20240704083_超限录音-01.wav,Success,"[('Vehicle', 0.24875952), ('Waves, surf', 0.19736604), ('Ocean', 0.17493711), ('Ship', 0.15582469), ('Wind', 0.14316419)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076157317-20240704079_超限录音-01.wav,Success,"[('Vehicle', 0.31275386), ('Ship', 0.1154526), ('Speech', 0.113752365), ('Boat, Water vehicle', 0.081754684), ('Wind', 0.081269935)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076317829-20240704087_超限录音-01.wav,Success,"[('Vehicle', 0.33014378), ('Ship', 0.1661875), ('Ocean', 0.12220493), ('Boat, Water vehicle', 0.12181775), ('Waves, surf', 0.12111063)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076337881-20240704088_超限录音-01.wav,Success,"[('Vehicle', 0.352611), ('Speech', 0.24468513), ('Ship', 0.1553089), ('Boat, Water vehicle', 0.11411005), ('Wind', 0.07914639)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076538496-20240704098_超限录音-01.wav,Success,"[('Vehicle', 0.31575325), ('Ship', 0.16004518), ('Waves, surf', 0.13571566), ('Ocean', 0.12753215), ('Boat, Water vehicle', 0.12212733)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076438179-20240704093_超限录音-01.wav,Success,"[('Vehicle', 0.311121), ('Ship', 0.15094952), ('Waves, surf', 0.10894442), ('Boat, Water vehicle', 0.10632485), ('Wind', 0.101683974)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076377984-20240704090_超限录音-01.wav,Success,"[('Vehicle', 0.3033678), ('Ship', 0.13773833), ('Boat, Water vehicle', 0.09158702), ('Waves, surf', 0.081971735), ('Wind', 0.08119171)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076478325-20240704095_超限录音-01.wav,Success,"[('Vehicle', 0.31496492), ('Ship', 0.12295295), ('Boat, Water vehicle', 0.095813565), ('Outside, rural or natural', 0.090647206), ('Wind', 0.08398841)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076357931-20240704089_超限录音-01.wav,Success,"[('Vehicle', 0.29383212), ('Ship', 0.16629556), ('Waves, surf', 0.13441677), ('Ocean', 0.12187971), ('Wind', 0.11479254)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076458257-20240704094_超限录音-01.wav,Success,"[('Vehicle', 0.32814932), ('Ship', 0.14407778), ('Speech', 0.1127881), ('Boat, Water vehicle', 0.10891913), ('Waves, surf', 0.10564169)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076558556-20240704100_超限录音-01.wav,Success,"[('Vehicle', 0.33625752), ('Ship', 0.1695134), ('Boat, Water vehicle', 0.13370234), ('Waves, surf', 0.12585242), ('Wind', 0.12359121)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076578639-20240704101_超限录音-01.wav,Success,"[('Vehicle', 0.30255222), ('Speech', 0.17786233), ('Ship', 0.14095774), ('Boat, Water vehicle', 0.114107855), ('Waves, surf', 0.111415826)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076598735-20240704102_超限录音-01.wav,Success,"[('Vehicle', 0.30503032), ('Ship', 0.119105585), ('Boat, Water vehicle', 0.08264149), ('White noise', 0.07862129), ('Outside, rural or natural', 0.07502539)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076618806-20240704103_超限录音-01.wav,Success,"[('Vehicle', 0.2614302), ('Ship', 0.13088903), ('Waves, surf', 0.10578967), ('Wind', 0.10204167), ('Ocean', 0.09904534)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076874864-20240704122_超限录音-01.wav,Success,"[('Waves, surf', 0.27797046), ('Ocean', 0.25235808), ('Vehicle', 0.21254367), ('Wind', 0.1716477), ('Wind noise (microphone)', 0.15443064)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076894912-20240704123_超限录音-01.wav,Success,"[('Vehicle', 0.28333193), ('Waves, surf', 0.17626673), ('Ship', 0.1712749), ('Ocean', 0.16309689), ('Wind', 0.12763824)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076638852-20240704104_超限录音-01.wav,Success,"[('Vehicle', 0.35712695), ('Ship', 0.13993089), ('Boat, Water vehicle', 0.09361394), ('Wind', 0.091946885), ('Outside, rural or natural', 0.09026962)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076678997-20240704106_超限录音-01.wav,Success,"[('Vehicle', 0.43644485), ('Train', 0.1583684), ('Ship', 0.103853494), ('Railroad car, train wagon', 0.098009646), ('Rail transport', 0.09753424)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076699071-20240704107_超限录音-01.wav,Success,"[('Vehicle', 0.29366815), ('Ship', 0.14017807), ('Waves, surf', 0.12596478), ('Boat, Water vehicle', 0.12408549), ('Ocean', 0.11396797)]"
D:\声纹测试库-amp-amp\社会生活源\排风机\1720076854821-20240704121_超限录音-01.wav,Success,"[('Waves, surf', 0.28742233), ('Ocean', 0.26305443), ('Vehicle', 0.22570519), ('Wind', 0.18366157), ('Wind noise (microphone)', 0.16544963)]"
